Gene	Count
CLEC7A	2
DFNB59	0
MBD2	2
ALDH18A1	6
JPH4	6
DZANK1	8
PTPRK	15
SPATC1L	9
WSCD2	14
FBXO24	10
TLL1	17
CCDC82	0
MILR1	0
CDX1	2
SIX4	5
EVPLL	0
TRBV28	1
STXBP4	4
LYRM9,RP1-66C13.4	0
HEXA	4
MPO	4
CCT7	4
SLC6A18	6
FMR1NB	0
SELO	13
RPS16	8
C11orf72	4
AQP5	4
DUSP28	4
CLCC1	8
C1orf198	1
KMT2D	75
HS3ST2	7
WDR83OS	0
ZC3H3	14
STX16	0
RGS22	5
MRC1L1	1
MAGEA10	0
IGKV1-16	0
PHKB	8
SPANXN4	0
IGKV1D-8	0
DBI	3
PRCC	6
PACS1	6
SNUPN	2
ENHO	1
STX11	0
KCNA3	11
GBA	1
BTBD17	5
NADK	8
OR6N1	2
KIAA1598	2
FAT2	44
SVEP1	54
TRAV16	2
MDM1	2
ATG2B	20
SIRPB2	5
MTRNR2L9	1
XPNPEP3	1
PPA2	2
SSR1	3
USP20	8
PPIL3	1
OCSTAMP	4
ZNF493	0
COA7	1
PMF1,PMF1-BGLAP	4
PLEKHA3	1
COMMD7	0
DLX1	3
AC174470.1	1
GPR150	4
METTL23	0
TGIF2	2
NCSTN	6
FAM181B	5
UPF3A	5
NAA16	1
SAT2	3
CFP	0
OR5D18	0
CC2D2A	6
TBKBP1	6
RFFL	1
HSPA1A	1
LOR	12
TNFRSF17	4
ATF6B	5
GBX1	4
PROC	5
MGRN1	7
MUTYH	7
ENOSF1	4
TRBV5-3	0
NFATC3	12
GYPE	0
SGOL2	3
ZNF275	0
PHOSPHO2	2
THRA	7
FGF21	5
PPP1R14B	2
LMNB2	11
VPS29	3
NBEAL1	9
ANKRD35	14
GATSL3,RP1-130H16.18	1
LZTR1	14
HIST4H4	6
FILIP1L	2
MYO15A	40
RIPPLY3	5
OR51E2	4
SNX6	2
APH1B	3
PCMT1	6
RAVER1	16
CD28	4
C8A	14
RETNLB	2
BSG	7
NPIPA7	0
CYCS	0
HAUS8	6
ZNF419	8
APTX	4
STXBP5L	10
PTPN21	10
H2AFZ	1
ZIC2	12
AC093157.1	0
ACAA2	3
RPL12	2
GPATCH1	10
ZKSCAN2	4
LEPR	4
PLEKHG5	11
E4F1	14
PNP	2
NUDC	1
C16orf86	2
RP11-10A14.4	2
SACS	24
TRMT1L	4
C1orf172	3
DEPDC1	4
ZNF514	3
IFIT1	1
DLX5	6
ATXN7L3B	1
TBX22	0
GRAMD1B	0
IGLV1-36	0
MYPN	7
PMCH	4
SPAG7	2
C1orf173	15
SLC9A6	0
LGALS2	2
DKKL1	4
KCND2	12
P4HA2	10
PTPN1	4
TUBA3D	5
LPIN3	15
CARD16	0
CERS2	2
OSBPL2	3
RFPL3S	0
OR8U1	0
OCIAD2	1
MACROD2	3
DUSP10	5
WDR11	10
IL37	1
OR4C13	0
LYSMD4	3
BCL7B	1
ENKD1	4
SP9	0
GOLGA6C	0
SPINT4	3
KRTAP5-4	13
FEM1C	5
FBXW10	1
FBN3	51
TP73	11
METTL8	2
COMMD3-BMI1,BMI1	3
SH3GL1	0
P2RX6	9
TRMT2B	0
C17orf51	1
RPP40	2
KRTAP10-11	1
C4orf45	0
USP53	7
GPR112	0
PTPRZ1	11
TUBGCP3	6
DIS3L2	11
SH3BGR	3
CNTROB	5
AIMP1	2
GATSL3	0
ELK3	2
IGKV6D-21	0
ANKLE2	10
GKN1	1
NMT2	5
HTR5A,HTR5A-AS1	0
SPEN	39
SIK3	12
ZAR1L	1
TMEM207	3
C10orf120	1
PPP1R12C	11
ANXA5	4
NNT	21
KLK13	3
AOC3	12
CHSY3	14
LUC7L3	0
SYNPR	2
FRMD7	0
RECK	8
POC1B,POC1B-GALNT4	1
GRB10	2
ADPRHL1	6
KLHL11	9
KATNB1	5
A1CF	11
DAPK3	7
ASCC2	5
ASNS	3
NCAPD2	8
GPT2	5
NUDT5	1
DDX54	10
C2orf44	6
STK17B	2
FCRL2	6
IHH	6
ZBTB20	10
TNPO1	4
COL15A1	40
DAO	7
RSC1A1	4
VWA5A	9
VMP1	2
CTC-487M23.8	0
CADM3	5
SEPN1	5
S100A3	0
NLRP6	9
PRDM11	6
DTX3	2
KCTD6	4
FGB	6
CCDC92	1
SAMD10	1
ZRANB3	8
IL2RG	0
SIX1	5
ACMSD	3
LAMA2	32
GLT8D1	3
PPP1R27	5
GPR158	11
ZNF440	4
NAT14	0
SPTBN2	25
NRIP1	11
PMVK	1
CSNK1D	5
ADCY4	11
GCH1	2
GRAP2	5
WDR18	6
RPL17,RPL17-C18orf32	2
LGALSL	1
AL441883.1	0
POMGNT1	4
TIAM1	16
MAEL	0
OR52B1P	1
ATXN3L	0
ARHGAP10	7
AQP11	2
CARD14	13
MAGEA4	0
PKD2	7
LZTS2	11
FIP1L1	3
MTRNR2L10	0
TP53I13	3
ST7-OT4	1
OR10A3	1
CEP152	9
COTL1	3
BUB3	3
ABHD14B	3
NPAS3	17
HOXB1	7
S100PBP	0
C6orf25	7
CUX1	10
ARSK	1
TARS	14
TRIB3	8
VEZT	2
TSPYL4	7
USP39	6
PDZD7	15
WIZ	20
USP10	5
RNF180	3
NKG2-E,KLRC3	1
PRRG2	0
COL13A1	28
AL136531.1	0
AKR1B15	0
KLRD1	1
CCDC24	1
IGFBP2	7
PANK3	1
PGA5	3
ZNF117	0
ATP7A	0
CYP27A1	9
DLGAP4	14
UCP1	2
CLCN1	4
ACTL7B	3
PKD1L1	34
C15orf38-AP3S2,C15orf38	5
INO80B	4
CIPC	1
NUTM2A	0
AC006547.14	0
GABRA6	2
ZNF41	0
C10orf67	1
AKAP10	5
SYNPO	9
RELA	5
CTAGE5	0
PDGFB	2
PCDHGA8	0
GPR89A	0
RNF115	4
PGK2	5
SP4	10
VSIG8,C1orf204	2
TERT	16
HK1	12
IFT43	2
SASH3	0
EAF1	3
MLF1	2
LITAF	1
PRDX4	0
RP11-706O15.1	0
ARHGEF10L	22
AMPD1	8
SERPINB1	2
PHF23	4
TIMM23	0
RP11-680G10.1	0
NFKB2	12
IKZF3	1
BRPF1	19
LDOC1L	1
LDB3	12
SLC25A38	4
LRRC70	0
ZW10	3
NOTCH2NL	0
AMY1A	0
HTR5A-AS1	0
WDR86	3
TMEM69	0
RNF185	8
EFCAB6	5
SFT2D1	1
GRAMD4	3
C10orf11	2
TROVE2	2
C19orf80	2
TYSND1	5
TAF1A	4
SARNP	0
DCAF7	0
TIMP3	5
FAM217B	1
FTMT	4
SH3KBP1	0
DNAJC27	2
BMPR2	7
AQP12A	0
ITGA10	13
TEK	20
PLAC1	0
RAE1	4
TRAV23DV6	1
SATL1	0
TPRG1L	6
PCBP4,RP11-155D18.14	2
ERP44	0
STRADA	5
TNIP3	2
DYRK1B	8
RSAD1	3
SLC2A12	11
CCDC88C	11
TM4SF20	2
SLC46A2	10
DCTN1	7
ARPC1B	1
CYB561A3	2
CYP39A1	6
SIRPA	1
C3orf35	3
HUG1	0
C21orf58	2
MCIDAS	1
ZNF616	7
UCHL3	2
NBPF15	0
ODC1	10
AL121761.2	0
HCRTR2	2
MFAP2	3
HS6ST1	3
LAS1L	0
RASL12	2
UQCRFS1	1
TMOD1	1
TMEM239,C20orf141	2
OR51D1	0
CLDN17	5
TMEM61	3
GNPTAB	14
KCTD17	2
PCYOX1	2
BBS5,RP11-724O16.1	1
A1BG	6
MS4A2	4
BCL11A	7
SPTB	26
PPP1R35	1
SOWAHB	8
AL137026.1	0
TRAJ38	2
NPIPB15	0
PODN	10
NTSR2	5
TCHHL1	0
XAGE3	0
RUNDC3B	4
ANXA4	2
CD86	0
IGLV5-45	0
RAB25	3
MICU1	4
NPAS2	8
SLC7A7	10
VBP1	0
ATAD5	6
ZNF16	11
PSMB4	3
TPGS2	2
LGALS13	0
ALG10	2
TNNC1	4
PPARA	6
DLG4	14
SPATA31E1	15
ELFN1	6
SRD5A1	3
TES	0
GGA1	5
THAP8	0
IGHA1	0
XRCC6	7
ADAMTSL4	26
PHF10	6
FBXO7	4
ACTL6A	6
CRTAP	3
PCDHGA12	12
KRTAP10-1	0
GGTLC2	0
IGLV4-69	9
RNASE12,RNASE11	0
NEIL2	6
FBF1,RP11-552F3.12	1
ARMC9	9
PLEKHO2	2
C16orf3	1
FAM110A	0
RUSC1	11
STX3	1
PSAP	2
ZFAND1	3
CTC-786C10.1	0
NXF3	0
DCAF11	6
RBM18	0
CBLN4	3
ATP5SL	1
MRPL52	2
RIOK1	3
MCCC1	9
ZFR2	10
GRHL1	5
NET1	4
C2orf82	0
KIF23	4
SRR	3
AC005544.1	0
USP24	14
UPK3A	4
OR10J4	2
DPCR1	2
SCUBE2	5
MYH13	9
ERCC6-PGBD3,PGBD3	3
TSNAX,TSNAX-DISC1	0
DCP2	9
GREB1L	5
RP11-1055B8.7	40
DEFB110	0
FRMPD3	0
VAMP8	1
CREG2	2
SHD	3
UTP11L	2
CLCN2	11
FHL2	3
IGHG3	6
MAPK10	3
ARHGEF9	0
ARRDC3	1
AC006538.4,DIRAS1	0
TCF3	17
CNGB3	7
RAB2B	2
OR4C11	3
HDC	7
PPP2R2D	5
CAPN1	9
GPC3	0
ZNF691	6
NPR3	6
FAM129C	12
COG5	11
KIAA1377	4
RMND1	4
HDAC2	5
AL049747.1	0
FOXO6	2
ACO2	16
TMBIM1	2
ASB12	0
CHRNA7	1
UBE2QL1	1
CLVS2	2
HECA	6
CTAGE1	2
ANO1	8
C9orf64	4
TTC31	6
RHOG	2
CYB561	5
PPAT	3
C16orf47	0
SH2D3A	6
TMPRSS6	18
OR2M2	3
C1orf233	0
OR52B2	1
IL17RA	10
EXOG	4
PAQR5	1
CDK9	2
SCAND3	4
TBC1D20	2
SYCE1	2
RFPL4AL1	0
PPHLN1	1
ATP6V1E1	1
FAM24B	0
SLC25A11	4
CBR3	5
RECQL	1
GOLGA3	16
DHRS12	1
ERAP2	7
PPP1R14C	1
SMARCAD1	6
NOX3	6
KRTAP10-7	1
TMEM177	2
PAQR6	11
WFDC11	0
PRSS8	8
SNPH	8
OMD	2
NGFR	5
KIF3A	7
FLCN,RP11-45M22.4	1
FAM153C	0
KRTAP6-1	4
PFKM	10
NIM1K	4
IGKV6D-41	0
TTLL13	0
ATRIP	7
CREB3	4
SNRPA1	5
RNF166	0
ABCC2	8
ANGEL2	2
RESP18	2
KLHL3	10
DSCR3	4
POLQ	20
LARP1B	6
TRGV11	0
VGLL1	0
ADAMTS7	32
CREBL2	1
GPATCH3	9
HSPBAP1	5
RECQL4	24
C10orf131	0
DPF3	8
ZSWIM4	8
ANO9	11
CHAC1	6
ORAI1	2
PTPRD	36
SKP2	1
TGFB1	3
SYCP2L	4
C10orf12	8
C10orf82	3
SAT1	0
TTC34	1
ARNTL2	5
ANKRD63	0
BFAR	3
PAK6	9
HSF2BP	4
FGF5	8
UTP18	7
ZP1	11
IL17RC	17
COX4I1	2
ELN	35
EPB41L1	10
NXNL2	2
ARID3B	9
CTDSPL2	1
SLC9A9	6
BTAF1	9
MARCKSL1	4
COL3A1	58
NEIL1	10
OLFM4	13
FBXO27	3
OLIG2	3
EIF2B5	3
CDS1	1
PIM2	0
VPS18	9
GLB1L	11
MYH6	8
EPS8L1	7
EXT2	5
FXYD6	0
SEC61A1	8
PRKAG2	4
PSMG4	0
RBM7	1
CCHCR1	3
CEP164	13
AC114494.1	0
XRCC5	7
TRAV8-6	0
ZNF791	3
SMARCA2	11
SLC35F2	4
USO1	8
TATDN3	4
WEE1	4
C19orf69	0
MYH10	4
RAB27B	6
MFAP5	0
DDX60	11
SEMA6D	9
ZBTB9	10
LCE1D	1
RBPJL	9
DDX56	2
SPINK8	0
CNTN6	14
AKR1C2	4
MYT1	14
TMED8	3
GNG13	0
SNX8	4
OR51B6	3
KLHL14	6
TMEM130	0
IGHJ6	4
SNX27	6
ANKRD18B	1
RABEPK	6
UBE2D2	0
EXOSC2	4
TMEM151A	4
NME6	1
ZNF653,CTC-398G3.6	1
SIX2	4
GSTO2	2
CYTH2	3
EML1	11
ZNF33A	5
OR5K2	1
C9orf40	1
STYK1	2
INSL4	2
FAM198B	3
NME1	0
RALGPS1	4
KIF13A	13
ZNF398	6
USP25	6
C3orf18	1
TENC1	21
RAX2	3
DIRAS2	4
KIAA1875	7
CDR1	0
ATP1A3	13
GNLY	3
TKT	10
CRTC3	8
SERPINB11	3
SH2D1A	0
WDR75	4
C7orf71	1
DLGAP2	13
OR5R1	2
SLC38A4	4
FAM126A	6
CSRNP1	10
RANBP9	10
RP1L1	85
RPS5	3
PLK1	2
USP30	6
FAIM2	6
HYI	4
CREB5	3
CHPF2	12
RP11-1220K2.2	0
ZNF14	5
LPGAT1	1
SHISA5	0
TUBB2B	3
BIRC6	30
TRIM22	7
SLC8B1	17
SIX5	10
GLI2	26
LAMC2	18
LINC00696	2
AAED1	1
TMEM200B	6
REEP3	0
FRZB	5
GABRG2	4
ELK4	0
SEMA4D	10
LMBR1	8
BCO2	2
IFI30	1
TRAV12-1	0
ZNF408	16
RNASE12	0
MED4	2
HGS	14
MAS1	5
LCTL	12
MT1HL1	1
NEURL4,RP11-542C16.2	7
STX8	1
MEGF8	54
TCTA	2
AC112721.1	0
PLEKHG4	11
SMARCD2	0
GNAI2	3
PHF2	12
ZNF707	6
TRBV4-2	0
GPD1L	4
RASA4B	0
RPLP1	2
DOCK8	18
MST1	5
NAT8	3
STPG1	2
TXNL1	0
TRIM33	7
RPL13	2
ZNF584	3
OST4	0
DLGAP5	6
WDR43	7
CTD-2144E22.5	0
PRPS1	0
R3HDM1	12
CALCA	2
KIF2C	6
CCL23	0
DSCAML1	36
CFI	10
HYKK	4
HOXB13	4
GALNT12	5
ITGB3	11
CD177	2
SPRYD4	2
ISOC1	4
SNRNP200	10
FXYD4	1
MAMSTR	4
GRTP1	6
TRPT1	2
OSCP1	3
HEPACAM	2
ZNF534	5
NEUROG1	1
DCAF12L2	0
TACSTD2	7
NUTF2	4
ZFP69	2
CDC14A	8
DHX15	6
AFF4	10
TXNDC11	6
SPTBN4	22
PAIP2B	0
SDCBP2	6
GALNTL5	2
TMEM262	0
GRAMD2	6
ODF2L	0
GUCY1A2	8
COG6	2
BEX1	0
CD200R1	4
KRT6A	15
CTSB	9
CSE1L	4
AADACL3	5
TDRD5	3
HIGD1B	2
GRB14	4
AC023632.1	0
ABR	10
SSBP3	8
ARMC5	17
TULP4	18
PP13004	1
DPYSL4	12
ZNF160	4
KRTAP13-2	6
CLC	0
TMEM163	2
VTA1	2
TMEM158	2
GGACT	1
NOX5	2
LILRB1	11
ZIK1	3
C1orf127	13
PLCL1	8
LA16c-431H6.6,CRAMP1L	1
TTF1	6
AC110619.2	0
UNC45B	11
NIPAL2	2
THNSL2	5
NEDD8-MDP1,MDP1	2
FAM47A	0
ATOH7	4
CBLN3	9
PAFAH1B1	5
EIF5A	3
APOE	0
ECM1	8
ZMYND10	1
SLC44A3	4
HTATIP2	2
MAL	0
SLC4A5	19
IL6ST	7
PLD3	3
EVI5L	6
KRTAP5-3	13
PDZD8	4
PTGFRN	10
RNASEH2A	2
TRGV5	0
PCSK2	11
ADAMTS5	21
SIRT5	3
BAZ2A	11
TBCD	13
DHCR7	14
HAX1	8
NEURL2	1
NECAB1	4
AMFR	2
POM121C	5
SOSTDC1	2
MRPL13	1
FRS2	5
FASLG	1
HLA-DMA	4
SMCR8	10
ATP5J2-PTCD1,PTCD1	3
FAM118A	6
DOCK3	10
DMXL1	15
PRPF39	4
BNIP3	3
KCNK7	6
PKHD1L1	40
NKX6-1	5
FCRL3	6
CACNA2D1	12
PTGER2	6
KLHL1	8
ANXA11	2
MTNR1A,RP11-215A19.2	0
MEOX2	5
TMEM184C	2
ACTL7A	6
ZC3H11A	1
TSN	3
EXD2	5
CCDC83	4
TDP1	6
KLK10	6
NAPB	2
RXFP4	3
ZDHHC11B	1
GABRB3	9
OR52A5	5
SLC39A5	21
HMBS	6
UCHL1	4
ZNF282	10
SLC11A2	6
LIG4	10
MAP2K1	9
SLC1A7	8
C1orf146	0
CTC-454I21.3,ZNF585A	0
BPIFA3	2
ZNF645	0
ARHGEF40	23
PHACTR2	6
ZNF436	6
MYH1	7
TMEM256-PLSCR3	7
LRRC48	2
TBC1D7	1
YTHDC2	14
AL161915.1	0
NXPE1	2
ZNF827	10
C1orf158	0
ZNF397	2
OTUD3	1
DPP4	4
AVPR1A	0
C3orf22	1
KLK11	3
ZNF713	2
TMEM167A	0
FAP	8
SSU72	0
ALOX15	10
TTC38	3
AKR7A2	8
MROH7	0
RPRM	1
SMARCA5	11
NOM1	3
TRIM54	3
LRRC4C	4
CEP78	4
ZBED5	0
TECPR1	21
GALNT9	4
ASXL1	22
TNFAIP2	3
CINP	1
CMPK1	2
SEC14L2	3
ADTRP	5
BPTF	11
KRTAP9-9	0
MTURN	1
TACR3	3
MATN2	8
COL4A3BP	4
CAAP1	9
FOXD2	8
FGF6	8
WDR96	7
NDE1	4
SNX30	6
PRR12	49
DNAJC16	11
ARRDC4	2
HRASLS5	3
TRAPPC3L	0
C15ORF37	1
GIGYF1	0
NDUFA5	2
GPR137B	3
AC025263.3,RAB3IP	0
SLFN11	5
JAZF1	3
METTL7B	3
SCD5	4
GCDH	8
NRIP2	1
GREB1	15
AP000322.53	1
PDLIM1	3
CRLF1	5
C9orf24	2
TAS2R8	2
ZNF831	32
FGF16	0
OR13C8	3
C14orf132	1
TRBJ2-7	1
TTLL6	9
LCP1	4
LGALS8	5
EIF4E	1
DDX10	5
KIF19	16
RECQL5	7
ZNF519	3
CDC42BPB	11
OAZ2	2
DACT2	5
CEP44	1
DUS4L	0
HSPB11	0
EEF2	25
KSR2	6
GFI1	4
SCG3	6
C22orf42	4
CPPED1	6
CCDC101	1
BLOC1S5-TXNDC5,BLOC1S5	1
MARCH9	2
HEXDC	13
MTRNR2L2	0
DALRD3	4
OR1C1	5
KIAA1217	21
VWA2	13
PSD	12
FAH	6
TRPM1	21
FAM155A	9
TRNT1	3
STON1	0
ENTPD7	4
ERGIC1	4
HBP1	6
ELAC1	4
ATP9B	8
LAT	4
EIF4A1	9
HELZ	10
FMNL1	9
SPATA32	0
PRKG2	9
C12orf56	0
UQCRC1	4
ACAD10,RP11-162P23.2	0
HDDC2	1
LRRTM2	1
RNF43	8
C8orf74	3
SLC23A3	10
LAMTOR3	0
LDHC	0
OPA3	3
KEAP1	15
FAM162A	0
ANO4	5
C2orf78	9
MFN1	2
GZMK	8
PNMA1	4
HOXA13	1
TEX14	13
AFM	3
PRG4	7
FSHR	5
MORN2	0
RIPK1	6
SYT1	4
CLEC17A	0
ZNF451	5
NLRP1	19
CCNI2	2
EXOC1	4
ZNF555	5
BTK	0
C21orf33	5
FAM213B	6
PIGL	2
TPCN2	4
BPNT1	4
AMBRA1	11
HMOX1	5
CYP4A11	1
DIP2B	11
TAPBPL	7
ZNF841	7
SCIN	9
FOXC1	9
SCARF2	17
RFX8	1
DENND2A	13
EDC4	13
TBC1D30	4
MRPS18B	1
P2RX1	4
KCND3	6
FAM127B	0
PROZ	3
ADH7	4
STXBP5	12
NEUROG3	5
SAMD1	13
PPIAL4A	0
LTB4R	4
GADD45A	2
AL353354.1	0
KCNQ3	14
MAPK12	4
ANKRD46	1
ATM	13
CDO1	1
CNTN2	18
NHLRC1	8
HIST1H1D	0
SMG9	7
NCOA3	9
TAS2R42	0
AURKB	2
ACTR6	1
RAD23B	1
SIRPD	1
SLC35D1	7
CLLU1OS	2
HDAC8	0
AC019171.1	1
RBM22	1
LRRIQ1	12
BLOC1S5	0
IKZF1	6
ALS2CL	16
NCOA6	24
NDUFA12	3
PELI2	6
NPEPL1	3
ODF4	5
FAM20A	5
LCE1F	8
SH2D5	4
VWF	30
FSTL3	3
CD22	9
SBNO1	17
BEND2	0
NR5A1	6
RNF135	2
PRPSAP1	4
NXF2	0
OLAH	1
CNTN3	10
IGKV3OR2-268	0
RNPS1	0
MYO7A	20
FBXL8	0
PRDM15	18
DGKB	9
LRFN1	11
SHISA3	6
NOMO1	0
SLC27A6	10
C12orf66	2
VPREB1	2
FCGR2C	0
C8orf76,ZHX1-C8ORF76	0
PREPL	6
RABL3	1
MSH5-SAPCD1	0
SLC34A1	8
ANO8	11
DCHS1	37
SHCBP1L	5
DAGLA	15
FAM170A	5
EFNB2	4
TXNL4B	2
CHRNA9	1
AP1B1	15
KCNK10	3
OR4B1	6
HDAC1	3
AL078585.1	0
C2orf27A	0
AKAP14	0
FABP1	1
TSC22D3	0
CACNG2	4
UBE2Q2	3
YIF1B	5
IBA57	5
GHITM	1
RPAP1	11
IL12A	2
MISP	11
CPA1	2
NDRG4	5
FCGR3B	5
CTRB1	3
CKAP5	14
USP38	2
NBN	4
PDPR	8
BLNK	4
MAGEA12	0
STOX2	7
ZNF366	13
AC003043.1	0
PSMB6	4
MAZ	13
IGLV11-55	1
PNMA3	0
BUD13	3
GPATCH4	2
KLHL38	8
FBXO44	5
NFKBIZ	7
FOXH1	15
ELAVL1	6
DROSHA	4
PLN	0
ZNF181	1
C11orf63	7
TUBA1B	5
NUF2	2
IFNA5	0
LAPTM5	2
GUK1	3
UPP1	3
RP11-231C14.4	0
DNAJB14	4
RP11-371E8.4,UBR7	1
OR5V1	2
ESF1	4
TACO1	1
ANAPC16	2
RP11-426L16.10	0
SMARCC2	10
USF1	5
HERPUD1	4
PPID	10
SLC5A4	5
NAB1	3
AP1G1	5
RBM48	4
RP11-65D24.2	0
SDC3	7
SPRR2B	0
FGF17	5
ATG9B	13
PTAR1	2
TMX2-CTNND1,TMX2	0
PDCD2L	2
ZNF35	5
BNIP2	4
ZMAT1	0
GOLGA8T	0
GNAI3	2
AQP12B	0
TNFSF13B	2
OR5B3	3
SHB,RP11-613M10.9	3
HIGD1C	0
JMJD1C	8
OR5P3	4
FBXO10	7
LRIT1	7
CXCL9	0
RAET1L	1
KRT85	11
CNBD1	1
MYH8	14
SSR2	0
ADCY8	17
MEGF9	4
RNF112	15
ZNF664	3
ALG14	2
ZCWPW2	2
MRPL12,SLC25A10	0
IGIP	0
ADAM30	12
GLS2	7
SMG6	19
KCTD10	3
SIGLEC7	0
POLDIP2	3
FAM149B1	1
ERAL1	2
LEO1	4
ZNF749	11
NFS1,RP1-309K20.6	1
DMPK	11
LAX1	1
SSPN	4
NPTX2	4
AC027307.3	0
CLLU1	0
RNF14	1
DYRK4	2
ZNF213	7
TC2N	1
MAN1A2	9
CEP85L	5
CSNK2B-LY6G5B-1181,CSNK2B	2
NAP1L5	6
GAL	2
C12orf54	1
DCAF8L2	0
ZNF85	0
CFD	4
CD2	1
PRPF4B	2
ZNF468	2
KCTD1	4
OTOL1	13
GAPDHS	4
AP2A2	5
ASB11	0
FBXO34	10
ZNF804B	6
CYP27C1	7
TMEM174	4
PSMC3IP	0
PATE1	1
FAM194B	3
DNAJC6	7
FAM189A2	4
KIF4A	0
TIGD4	6
PELO	5
RBKS	5
PPP4R4	2
F11	7
ADAM29	11
CA12	3
SYDE2	4
FAM83G	13
SUGCT	5
C1QTNF3,RP11-1084J3.4	7
GPR50	0
SERPINI1	5
MAGEC1	0
CTD-2021H9.3	0
TSPYL6	5
GOLGA2	6
TMEM33	0
C12orf68	8
OR13A1	7
ZNF239	6
DNAH14	0
SMPX	0
GAS6	7
TNFRSF1B	5
GEMIN2	0
TMEM200A	5
KIAA0319L	3
CD244	5
DCX	0
ZNF524	11
C15orf48	0
LGI3	4
LIN7A	2
NLRC4	8
BMP3	5
MIDN	11
FAM78B	3
LECT1	5
BUB1	7
ZIC5	11
SEMA5A	18
TPO	16
NDUFS4	1
VTCN1	2
SLC6A7	12
SLC44A1	6
SMARCD3	2
TEAD2	8
ACOX3	12
LINC00923	1
PRM3	2
STAM2	0
INSL6	2
VIMP	2
MYH4	5
GNG10	0
IGLV9-49	0
POU5F1	7
COL10A1,AL121963.1	3
ZNF48	13
C8orf82	0
SMIM10	0
CCRL2	6
FXYD2	1
HAUS7	0
GJA8	11
TGDS	2
OTX1	5
FAM182B	0
AZI1	8
RBBP8NL	9
MED10	0
ISOC2	4
DEFB113	2
TUBG1	2
XBP1	0
GCG	3
GABBR1	9
ATP6V0E2	2
CAB39L	1
NUPL1	13
PSMB9	2
ZNF286B	0
SPTSSB	0
C8orf37	0
TYW5	2
DHX30	9
MYEOV2	5
VPS52	7
FAM167A	4
C5orf60	0
GOLGA6L18	0
LYSMD3	1
NHS	0
PTPRF	34
FZD10	6
C19orf12	5
GS1-259H13.10	1
GSTA3	1
DLEU7	2
RAB17	1
LRMP	1
ESYT1	12
SLC26A3	5
ENOPH1	0
GDF11	4
TBC1D13	3
AGMAT	2
RNASEH2C	5
NLRP8	10
E2F7	8
FLJ00273	0
NEK6	1
ADAMTSL3	17
MUC5B	53
ARID4A	6
KLC2	6
RNASET2	0
OR5B21	1
KRTAP2-4	0
EIF3C	0
SOD2	2
ZNF488	3
CD163	20
SHPRH	14
DCAF13	4
HTN3	1
OR52K1	3
DEGS2	5
KLHDC10	5
GRIA2	8
SYNGR4	2
AC003006.7,ZNF776	3
NLRC3	24
PRMT3	3
ANKRD29	4
SYS1	0
F13A1	12
AC093677.1	1
ZBTB34	6
KLF17	3
CELA2B	5
NMNAT3	5
ISL1	6
PPP1CA	8
NAGLU	12
PCDH11Y	0
NAA10	0
AC007461.1	0
VSIG10	7
XCL2	1
DLX2	4
WBSCR16	2
TMEM92	2
TBC1D10B	2
CTD-2369P2.10,FDX1L	3
QRICH1	5
AC012123.1	0
KIF3C	12
COX6B2	0
GYPA	0
CT47B1	0
SLC25A53	0
EPS15L1	10
CNTN1	10
DCC	8
DPEP2	6
ZBTB33	0
ALOX15B	3
BOLL	0
GDPD1	2
FKBP5	5
AL450307.1	2
SLC39A11	8
ZDHHC15	0
TMEM57	4
GATA3	6
RPS29	1
M1AP	5
ZNF93	3
TMEM170A,RP11-77K12.1	3
AC008060.7	3
LY6G5B	1
IZUMO2	2
CHODL	4
CDC45	1
NBPF1	0
MATN3	3
PNPO	2
ANKIB1	6
GRM4	15
CLPTM1	5
CHD8	17
ST5	15
HOXB9	5
SF1	11
TLDC2	3
ISG15	5
VWDE	8
PPP3CB	2
CLEC1B	5
C5orf38	1
RMI2	1
ARRDC2	7
UBFD1	7
TPPP3	4
PSMB5	5
ANAPC1	3
SLAIN2	2
DNAJC11	6
PKDCC	5
ACPL2	1
PIGA	0
PAPD4	0
CDON	16
ZMAT5	1
PLXDC2	6
TNFSF18	1
RXFP2	5
TANGO2	0
PRAME	4
FAM101A	0
FAM117A	2
CYB5R1	8
LACC1	3
TCEANC	0
UFSP2	2
GDF10	8
AMELY	0
TRAP1	6
RPE65	2
CCDC80	11
TTC39B	10
TRBV6-1	0
UBE4B	7
CARD10	8
NPSR1	1
ERC2	4
DPCD	1
MLTK	5
ADRB2	5
COX8A	0
RARB	2
SLC24A4	9
SHISA2	6
WASF1	4
OR1Q1	4
ANKRD30B	1
PGGT1B	6
LINS	2
ABL2	18
KIRREL3	8
CDKN2AIP	4
DBR1	3
ADAMTS15	27
DEF8	2
AFP	7
PCDHA7	13
NTNG1	5
KIR2DL3	1
CTD-2260A17.2	1
XRCC6BP1	1
TM9SF3	6
BBS1	0
ZNF114	3
UGT3A2	4
MCM9	2
LSM12	2
PRB4	0
OR8B3	0
HEATR2	7
EVI5	2
TMEM116	2
ANXA9	2
SLC29A4	4
ZSCAN5C	8
STARD6	2
AC023469.1	0
RRNAD1	9
KCNH4	11
RHOA	1
WNT16	7
KRTAP1-4	4
TECR	3
TCF12	7
SLC6A2	10
TCEB1	0
HIST1H2BF	0
RP11-166N6.3	0
ELMOD3	5
NLGN4X	0
SYT14	6
COPS2	2
MS4A6E	1
IL3	1
WDR1	20
